compound_id,base_rdkit_smiles,DILIst_Classification,MaxEStateIndex,MinEStateIndex,MaxAbsEStateIndex,MinAbsEStateIndex,qed,MolWt,HeavyAtomMolWt,ExactMolWt,NumValenceElectrons,NumRadicalElectrons,MaxPartialCharge,MinPartialCharge,MaxAbsPartialCharge,MinAbsPartialCharge,FpDensityMorgan1,FpDensityMorgan2,FpDensityMorgan3,BalabanJ,BertzCT,Chi0,Chi0n,Chi0v,Chi1,Chi1n,Chi1v,Chi2n,Chi2v,Chi3n,Chi3v,Chi4n,Chi4v,HallKierAlpha,Ipc,Kappa1,Kappa2,Kappa3,LabuteASA,PEOE_VSA1,PEOE_VSA10,PEOE_VSA11,PEOE_VSA12,PEOE_VSA13,PEOE_VSA14,PEOE_VSA2,PEOE_VSA3,PEOE_VSA4,PEOE_VSA5,PEOE_VSA6,PEOE_VSA7,PEOE_VSA8,PEOE_VSA9,SMR_VSA1,SMR_VSA10,SMR_VSA2,SMR_VSA3,SMR_VSA4,SMR_VSA5,SMR_VSA6,SMR_VSA7,SMR_VSA8,SMR_VSA9,SlogP_VSA1,SlogP_VSA10,SlogP_VSA11,SlogP_VSA12,SlogP_VSA2,SlogP_VSA3,SlogP_VSA4,SlogP_VSA5,SlogP_VSA6,SlogP_VSA7,SlogP_VSA8,SlogP_VSA9,TPSA,EState_VSA1,EState_VSA10,EState_VSA11,EState_VSA2,EState_VSA3,EState_VSA4,EState_VSA5,EState_VSA6,EState_VSA7,EState_VSA8,EState_VSA9,VSA_EState1,VSA_EState10,VSA_EState2,VSA_EState3,VSA_EState4,VSA_EState5,VSA_EState6,VSA_EState7,VSA_EState8,VSA_EState9,FractionCSP3,HeavyAtomCount,NHOHCount,NOCount,NumAliphaticCarbocycles,NumAliphaticHeterocycles,NumAliphaticRings,NumAromaticCarbocycles,NumAromaticHeterocycles,NumAromaticRings,NumHAcceptors,NumHDonors,NumHeteroatoms,NumRotatableBonds,NumSaturatedCarbocycles,NumSaturatedHeterocycles,NumSaturatedRings,RingCount,MolLogP,MolMR,fr_Al_COO,fr_Al_OH,fr_Al_OH_noTert,fr_ArN,fr_Ar_COO,fr_Ar_N,fr_Ar_NH,fr_Ar_OH,fr_COO,fr_COO2,fr_C_O,fr_C_O_noCOO,fr_C_S,fr_HOCCN,fr_Imine,fr_NH0,fr_NH1,fr_NH2,fr_N_O,fr_Ndealkylation1,fr_Ndealkylation2,fr_Nhpyrrole,fr_SH,fr_aldehyde,fr_alkyl_carbamate,fr_alkyl_halide,fr_allylic_oxid,fr_amide,fr_amidine,fr_aniline,fr_aryl_methyl,fr_azide,fr_azo,fr_barbitur,fr_benzene,fr_benzodiazepine,fr_bicyclic,fr_diazo,fr_dihydropyridine,fr_epoxide,fr_ester,fr_ether,fr_furan,fr_guanido,fr_halogen,fr_hdrzine,fr_hdrzone,fr_imidazole,fr_imide,fr_isocyan,fr_isothiocyan,fr_ketone,fr_ketone_Topliss,fr_lactam,fr_lactone,fr_methoxy,fr_morpholine,fr_nitrile,fr_nitro,fr_nitro_arom,fr_nitro_arom_nonortho,fr_nitroso,fr_oxazole,fr_oxime,fr_para_hydroxylation,fr_phenol,fr_phenol_noOrthoHbond,fr_phos_acid,fr_phos_ester,fr_piperdine,fr_piperzine,fr_priamide,fr_prisulfonamd,fr_pyridine,fr_quatN,fr_sulfide,fr_sulfonamd,fr_sulfone,fr_term_acetylene,fr_tetrazole,fr_thiazole,fr_thiocyan,fr_thiophene,fr_unbrch_alkane,fr_urea
CID62865,CC(CN(C)C)CN1c2ccccc2Sc2ccc(C#N)cc21,1,9.626115706925816,-4.523931760204084,9.626115706925816,0.012809901738473073,0.8361911108543874,323.46499999999963,302.297,323.1456186720006,118,0,0.09919001911275319,-0.33928569884464527,0.33928569884464527,0.09919001911275319,1.3478260869565217,2.1739130434782608,2.9565217391304346,2.682781781234658,1555.5481304530865,34.49711733102786,32.24988907696374,12.066385657891463,19.54467074195144,16.473495874713716,6.789992455641443,4.088754548454693,5.10937527461435,2.6043727710062754,3.603443537769057,1.7720931985053572,2.6583269129537346,-1.96,528628120.5916176,4.356588585556356,6.655053145647801,3.3626073893685944,171.57699852357274,9.799819461700954,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.261891554738487,0.0,30.698614482013383,50.057705024244044,39.23378899371009,35.34427235938838,28.785929679574615,23.13665749875824,5.261891554738487,4.899909730850477,5.893957685363079,16.64285906833123,31.845282900046858,47.86038244534006,0.0,6.069221312792274,4.899909730850477,11.374772549367124,0.0,11.761884949391115,31.84528290004686,0.0,17.22507055289384,41.20127328856731,52.08789790467861,0.0,0.0,0.0,30.27,113.61725464844837,5.261891554738487,0.0,4.899909730850477,11.761884949391115,0.0,6.069221312792274,0.0,0.0,0.0,28.785929679574615,172.7230258428874,0.33850665574871863,-2.1844629997060547,9.626115706925816,-2.820735229276896,-4.523931760204084,-5.256133989650854,0.0,-21.06905089339073,0.0,0.3157894736842105,23,0,3,0,1,1,2,0,2,4,0,4,7,0,0,0,3,4.358680000000004,96.44600000000004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CID5282242,Nc1nc(/C(=C/CC(=O)O)C(=O)N[C@@H]2C(=O)N3C(C(=O)O)=CCS[C@H]23)cs1,0,13.594112024439402,-3.652846236622392,13.594112024439402,0.038361722360865436,0.3718098097586124,410.4329999999998,396.3210000000001,410.0354761680004,142,0,0.35183611247297786,-0.4810018591259302,0.4810018591259302,0.35183611247297786,1.7407407407407407,2.5925925925925926,3.2962962962962963,2.248456301252953,1420.197867607887,31.6184376745875,26.55484070571074,14.18783386756619,18.65969691914129,13.23823320174675,8.2130889961746,4.536032514279783,6.104375797944604,2.9454471111763647,4.288116290212379,1.8828165374559944,3.094908547702524,-2.86,296987134.31022435,8.022491002467943,7.404179606036687,3.6621001780683433,180.3042012682626,21.247146711229075,17.064856233575902,9.367084714823935,0.0,14.67675877316828,11.938610575903697,19.283521283065944,9.778515705019029,0.0,23.09867082732585,6.052071746035566,6.052071746035566,16.544105519498636,24.493750207098206,45.96811835901832,57.55630387184116,2.8623993144652684,15.193701605086058,0.0,17.740741821849447,11.424673860876432,28.851225209643026,0.0,0.0,11.029530329014648,5.131558479839333,0.0,23.09867082732585,60.927248474289044,19.178148736287287,0.0,24.40367990170982,23.157297214794568,4.235526234984602,8.435503844534535,0.0,162.92,92.06437031444631,19.178148736287287,0.0,33.7182975339026,0.0,0.0,0.0,0.0,0.0,15.20159490316163,19.43475255498185,109.31725991108408,-0.029564994495655084,54.35124048702094,2.029463282573678,-6.912243649777782,-7.642567321646767,-6.4607414781360974,-3.652846236622392,0.0,0.0,0.26666666666666666,27,5,10,0,2,2,0,1,1,10,4,12,7,0,1,1,3,-0.0481999999999998,97.49770000000001,2,0,0,1,0,1,0,0,2,2,4,2,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
CID38409,O=C(O)COc1ccc(C(=O)c2cccs2)c(Cl)c1Cl,1,12.693413386966101,-3.2313240637929503,12.693413386966101,0.3516178616660073,0.8477638711526184,331.1759999999998,323.11199999999997,329.9520350960002,104,0,0.34122362129823147,-0.48029184025760807,0.48029184025760807,0.34122362129823147,1.4,2.2,2.85,2.6295813113440407,964.6437571174692,21.549523573835156,17.29717039833777,11.625524871302407,12.845147557603385,8.715081780096611,6.37925901657893,3.1860426777341493,4.758468204680331,1.962452427147336,3.49347974813333,1.1588797603860905,2.0590266210530928,-1.5599999999999996,866126.003089331,7.448788854983894,6.260108968202026,3.1203907281056225,139.38747683418575,9.84567114490726,10.772145147025231,6.558985242916288,5.783244946364939,1.4311996572326342,5.9693052879518484,4.794537184071822,4.794537184071822,0.0,11.336785877934735,29.24429848812833,23.48337053265748,5.563451491696996,19.49509040063416,29.030055406242443,46.29121589271656,1.4311996572326342,0.0,0.0,0.0,6.558985242916288,50.011654553201716,0.0,5.749511833283905,4.736862953800049,0.0,5.749511833283905,34.538665658399765,23.420343668340287,4.794537184071822,0.0,24.830445762661654,29.525789240320776,10.045266627482652,1.4311996572326342,0.0,63.6,63.839440260349804,9.589074368143644,0.0,10.233261603368899,11.336785877934735,0.0,0.0,0.0,0.0,9.84567114490726,34.22838933088921,64.59296673948022,12.457879151188582,23.59401356363925,1.8729954060728506,-0.608892641933316,-3.606537984288705,-2.7655446148103833,0.0,-3.2313240637929503,0.0,0.07692307692307693,20,1,4,0,0,0,1,1,2,5,1,7,5,0,0,0,2,3.7493000000000016,77.34430000000003,1,0,0,0,0,0,0,0,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
CID23724781,C[N+]1(C)C2CC(OC(=O)C(CO)c3ccccc3)CC1C1OC12,0,13.904811507936504,-4.69895396352986,13.904811507936504,1.128006823209797,0.5123331583066539,318.3929999999995,294.20099999999996,318.16998466809065,124,0,0.3155558947752604,-0.4613417988701342,0.4613417988701342,0.3155558947752604,1.608695652173913,2.3043478260869565,2.9130434782608696,2.130728001096666,1490.8783016313205,37.162772227887025,35.08020675735541,11.080206757355409,20.571020518350885,18.02742035285537,6.119172062391505,4.5740501208588515,4.5740501208588515,3.1844706404357854,3.1844706404357854,2.096818524002667,2.096818524002667,-1.4299999999999997,2425051935.530294,3.8688556088949393,5.2956181902011705,2.3820462614253493,169.75182876187552,19.065564956401936,36.16979670291233,0.0,1.4311996572326342,0.0,5.9693052879518484,4.794537184071822,0.0,0.0,0.0,30.212093538316473,5.563451491696996,19.59964258350986,45.18429305454477,55.38754893238887,5.9693052879518484,1.4311996572326342,0.0,0.0,48.91564650557109,20.51063904348078,35.77554503001347,0.0,0.0,0.0,0.0,0.0,0.0,67.77882205501635,14.268263091671919,0.0,55.73070577163394,30.212093538316473,0.0,0.0,0.0,59.06,115.65416672471183,4.794537184071822,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.1088081911072125,42.43237235674781,205.67585433299126,0.0,13.904811507936504,3.8016381957588656,-1.6475531725035693,-7.057334774187453,-15.651599038524147,-21.664734655551083,-12.94441572925373,0.0,0.6111111111111112,23,1,5,0,3,3,1,0,1,4,1,5,7,0,3,3,4,1.0626999999999995,83.72820000000006,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
CID3062316,Cc1nc(Nc2ncc(C(=O)Nc3c(C)cccc3Cl)s2)cc(N2CCN(CCO)CC2)n1,1,13.560621304987873,-4.242648230930977,13.560621304987873,0.031270559095302186,0.4657173060978848,488.0169999999997,461.8090000000002,487.1557217520008,174,0,0.2669995457316883,-0.3950445481992146,0.3950445481992146,0.2669995457316883,1.4242424242424243,2.303030303030303,3.090909090909091,1.9460017230634172,2151.0324235163052,45.927838751346,41.73320451290052,17.3056300398467,26.29352486036105,21.135863062895783,9.527648635368957,5.5300422490867485,6.88552752946188,3.4237079613742996,4.5323856594221965,2.1032138209508964,2.917422264284001,-2.789999999999999,564324070561.7537,7.352308423289121,10.429649853029732,5.772233374483719,237.7339769346275,20.62834462853444,22.337277247371283,7.9552426364957345,1.4311996572326342,5.907179729351506,0.0,9.694446914922299,14.951935562841623,0.0,0.0,35.022563183493844,25.30965443395165,54.975819803285695,38.52024416002837,44.25447632375052,51.299575807711705,1.4311996572326342,19.8518452936921,0.0,13.703784234591359,54.56282010192323,51.63020653860748,0.0,0.0,15.519536437427227,22.454670310192952,0.0,22.93772576816725,71.34231653587946,0.0,13.703784234591359,52.586987159385146,30.34257004146794,7.846317470397728,0.0,0.0,106.50999999999999,142.53894393894032,4.794537184071822,0.0,21.956412584511483,0.0,0.0,0.0,0.0,0.0,20.060743753948834,47.38327049603664,212.46415514579476,6.106607185874253,22.00206996321164,1.58094286058886,-2.1394084869519263,-5.895384674950355,-4.454565986548014,-1.0711201075401988,-31.815518121701288,0.0,0.36363636363636365,33,3,9,0,1,1,1,2,3,9,3,11,10,0,1,1,4,3.3135400000000015,132.04670000000002,0,1,0,0,0,3,0,0,0,0,1,1,0,1,0,5,2,0,0,0,0,0,0,0,0,0,0,1,0,4,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
CID516892,O=C([O-])O,0,8.847222222222221,-1.8287037037037035,8.847222222222221,1.8287037037037035,0.38591785780261334,61.016000000000005,60.008,60.99311747191,24,0,0.24864586261863528,-0.5651787281645311,0.5651787281645311,0.24864586261863528,2.5,2.75,2.75,2.8473789230876716,42.1577218810798,4.284457050376173,2.7247448713915894,1.7247448713915894,2.270055610029662,1.0206207261596576,0.6123724356957946,0.25000000000000006,0.25000000000000006,0.0,0.0,0.0,0.0,-0.73,9.65148445440323,1.575810397553517,0.7105286343612336,0.17373428410583605,23.98088139056039,15.00987277001974,0.0,1.4311996572326342,6.155365629538759,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.00987277001974,6.155365629538759,1.4311996572326342,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.106527394840706,4.794537184071822,0.0,0.0,11.264173820645972,0.0,0.0,0.0,0.0,0.0,1.4311996572326342,0.0,60.36,6.155365629538759,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.1088081911072125,11.332264236145162,5.49537037037037,0.0,8.847222222222221,11.652777777777777,0.0,0.0,0.0,-1.8287037037037035,0.0,0.0,0.0,4,1,3,0,0,0,0,0,0,3,1,3,0,0,0,0,0,-1.1122999999999998,8.0248,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CID4098,CN(C)CCN(Cc1cccs1)c1ccccn1,1,8.609768990929705,-4.150767550075589,8.609768990929705,0.1648195914168129,0.7967911857797698,261.394,242.24199999999996,261.1299686080001,96,0,0.12833110927204278,-0.35019499247714087,0.35019499247714087,0.12833110927204278,1.3333333333333333,2.2777777777777777,3.0555555555555554,3.0537976443416874,1168.3932245318101,29.265066523458984,27.74988907696374,9.566385657891463,16.32316252041838,13.947102672463696,5.263599253391422,2.711692475838727,3.528189056766453,1.5334225201236051,2.135019976120961,0.900370324674558,1.3434871818987462,-1.39,20362644.538242176,3.019784702901703,6.517817714017332,3.821877099038388,139.38732599249713,9.799819461700954,5.817862777835028,0.0,0.0,0.0,0.0,0.0,4.983978520947208,0.0,11.336785877934735,12.08483741532659,37.435024333221975,35.00983022250972,21.575203802188362,26.044412567234176,17.154648655769762,0.0,9.883888251797686,0.0,6.496859684315945,31.845282900046858,46.61825035250013,0.0,0.0,4.899909730850477,5.817862777835028,0.0,11.336785877934735,36.82926142099406,6.496859684315945,0.0,30.921559760935473,41.74110315879883,0.0,0.0,0.0,19.37,90.77825571469798,0.0,0.0,16.23669560878521,0.0,0.0,0.0,0.0,0.0,4.983978520947208,26.044412567234176,150.84141593442934,0.1648195914168129,1.4345667989417987,-0.6509913286302174,0.0,-1.2853982426303852,-4.911382721298394,-1.072872443730578,-19.43682425516504,0.0,0.35714285714285715,18,0,3,0,0,0,0,2,2,4,0,4,8,0,0,0,2,2.7113000000000005,78.16000000000005,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
CID54675776,CN(C)[C@@H]1C(=O)C(C(N)=O)=C(O)[C@@]2(O)C(=O)C3=C(O)c4c(O)cccc4[C@@](C)(O)[C@H]3C[C@@H]12,1,15.312742189468377,-5.178783186885867,15.312742189468377,1.0586125572368328,0.3315189639302198,444.4399999999998,420.2480000000003,444.15326572800063,170,0,0.29314862339103487,-0.5077369129004045,0.5077369129004045,0.29314862339103487,1.375,2.25,2.875,2.6205770464407827,1966.18192607924,43.69578794377713,39.160413514710825,15.160413514710822,25.228922122119712,19.7130889961746,8.27742035285537,6.747162720638883,6.747162720638883,5.060961191353068,5.060961191353068,3.640294084188305,3.640294084188305,-3.21,153908323590.23633,7.143417536590318,6.644026762190543,2.4784840440451297,216.69799341235432,31.263757931262333,22.840946106665523,14.20797991400503,8.645644260830208,10.200778701049408,0.0,19.28352128306594,0.0,0.0,0.0,12.08483741532659,38.782341018549836,35.18088113100829,22.66542899571121,66.05423211930172,23.23283449373756,7.155998286163171,4.899909730850477,17.507632346452432,30.444811108942083,13.951653800564491,46.15953303817859,0.0,5.749511833283905,5.719716975726273,0.0,5.749511833283905,0.0,77.78181636006367,19.984662363199156,11.787915370726157,47.65461545691282,35.03263005478459,2.8236841566564013,8.621564186121445,0.0,181.61999999999998,141.94588635200958,16.442867148994743,4.794537184071822,0.0,0.0,0.0,0.0,0.0,0.0,25.54404095553606,26.428785116862212,200.77666472807917,0.0,41.905639524179136,22.09413550661566,-17.904154548756683,-23.383448368168562,-9.48919604124783,-5.107540627362056,-13.475433506672243,0.0,0.4090909090909091,32,7,10,3,0,3,1,0,1,9,6,10,10,1,0,1,4,-0.3709999999999982,110.11140000000003,0,4,2,0,0,0,0,1,0,0,3,3,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
CID2130,NC12CC3CC(CC(C3)C1)C2,0,8.460625,-3.977083333333333,8.460625,0.8168749999999996,0.5620664127719119,151.25300000000013,134.11699999999996,151.136099544,62,0,0.1189300225982882,-0.3250304809663282,0.3250304809663282,0.1189300225982882,1.1818181818181819,1.6363636363636365,2.0,2.7591905936698797,639.9393088852037,22.577350269189626,22.44721359549996,5.447213595499958,11.943375672974064,11.618033988749895,3.223606797749979,2.5854101966249683,2.5854101966249683,1.6677050983124841,1.6677050983124841,1.2927050983124841,1.2927050983124841,-0.04,315008.3139923329,1.2112829745401525,1.8200897383602357,0.8682518116739604,92.34673906115349,5.719716975726273,2.8236841566564013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.919422464065505,26.10030359493664,0.0,23.3850624992097,0.0,0.0,0.0,23.40159003181551,43.77647466035962,0.0,0.0,0.0,0.0,5.719716975726273,0.0,0.0,0.0,5.538925252383345,0.0,17.681873056089238,58.79892775052962,0.0,2.8236841566564013,0.0,0.0,26.02,67.17806469217513,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.3850624992097,139.62145833333332,0.0,0.0,0.0,-4.690833333333333,-11.709375000000003,0.0,-23.721249999999998,0.0,0.0,1.0,11,2,1,4,0,4,0,0,0,1,1,1,1,4,0,4,4,1.9139,45.09040000000003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CID5281042,COc1cc2c(cc1OC)[C@@H](Cc1cc(OC)c(OC)c(OC)c1)[N+](C)(CCCOC(=O)CC/C=C/CCC(=O)OCCC[N+]1(C)CCc3cc(OC)c(OC)cc3[C@H]1Cc1cc(OC)c(OC)c(OC)c1)CC2,0,14.66236065159862,-6.423428243135085,14.66236065159862,2.174005943900161,0.023091239864102397,1029.2780000000025,948.6379999999996,1028.5598580801823,404,0,0.3055966542338942,-0.49285914205474374,0.49285914205474374,0.3055966542338942,0.5540540540540541,0.9054054054054054,1.2567567567567568,1.7416470365031875,5637.978222609841,122.65108891154807,115.60990325749398,35.60990325749399,66.78990808224256,58.34608215803006,18.346082158030054,12.53109340357314,12.53109340357314,8.34804292960729,8.34804292960729,5.368222817535953,5.368222817535953,-6.5200000000000005,1.845631342846217e+57,12.827184128322887,26.619231437135724,13.410683573978371,550.3322895691255,65.80841716098983,14.77730204903973,45.99609466627124,11.49902366656781,0.0,11.938610575903697,9.589074368143644,0.0,0.0,0.0,12.104143492071133,83.3390054307531,89.52547331743335,202.94058387035926,185.05817602275076,11.938610575903697,0.0,0.0,0.0,75.76503394999308,123.43658761248672,93.82420210355949,0.0,57.49511833283905,47.36862953800049,0.0,57.49511833283905,0.0,144.3412599037797,44.554499881061254,0.0,193.3147277884748,60.44349315337749,0.0,0.0,0.0,144.9,371.42561429017144,58.93638239027162,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.36862953800049,69.78710237908983,747.8383356935753,0.0,29.324721303197236,0.0,-16.34801816593407,-30.42135371068671,-38.92250088249527,-56.720896364140856,-48.6117928367112,-42.971828370137914,0.5172413793103449,74,0,16,0,2,2,4,0,4,14,0,16,40,0,0,0,6,9.029000000000005,282.18279999999976,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,2,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,4,0,2,0,0,0,2,12,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
CID667490,S=c1nc[nH]c2nc[nH]c12,1,7.378333333333333,-0.3605555555555553,7.378333333333333,0.008796296296296635,0.5538546640663037,152.18200000000004,148.15,152.015667128,50,0,0.16907501606611208,-0.3407822752605446,0.3407822752605446,0.16907501606611208,1.5,2.3,3.2,3.097918986546701,573.0958184381703,10.455665446700477,8.697102672463695,5.513599253391421,6.519744507803583,4.387405718231679,2.901226817695626,1.6245797554083992,2.0112780864753863,1.039531724725469,1.3241679831764903,0.617451642917577,0.795207111340255,-1.23,1670.5208827068777,2.79237505992472,1.878150869481981,0.6397521436200604,67.07594752743883,9.954006540458504,8.258217829956703,13.11145064486282,0.0,0.0,0.0,0.0,9.967957041894415,0.0,0.0,12.217873443046695,0.0,0.0,12.606743427932454,5.565201268996842,23.381751381430682,0.0,19.92196358235292,0.0,0.0,0.0,17.247332695371146,0.0,0.0,0.0,0.0,0.0,12.217873443046695,19.92196358235292,0.0,4.640589267438692,2.7415171123404405,12.606743427932454,2.8236841566564013,11.16387793838399,0.0,57.36,0.0,0.0,0.0,28.411210633755132,9.954006540458504,0.0,0.0,0.0,0.0,9.967957041894415,17.783074712043536,29.252129629629632,4.809722222222222,8.515833333333335,0.0,0.11666666666666758,0.0,0.0,-0.6943518518518514,0.0,0.0,0.0,10,2,4,0,0,0,0,2,2,3,2,5,0,0,0,0,2,1.0154899999999998,39.07340000000001,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0,2,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CID71900,Cc1nc([N+](=O)[O-])cn1-c1ccc([N+](=O)[O-])cc1,1,10.961658688166626,-3.1020873881960203,10.961658688166626,0.2734183673469386,0.6097401377249373,248.19800000000004,240.13399999999996,248.054554736,92,0,0.38170216577390903,-0.35775660378007784,0.38170216577390903,0.35775660378007784,1.2777777777777777,1.9444444444444444,2.4444444444444446,3.0288836985095546,924.7229373805013,20.13531001146206,16.421847543855286,8.421847543855286,11.801324138229171,8.295544327590076,4.295544327590075,2.9176637555449614,2.9176637555449614,1.8131347289702828,1.8131347289702828,1.0741093268477617,1.0741093268477617,-2.77,289625.8574703184,5.25294526130362,4.2424600382665165,2.0289380638767316,112.03793477485578,10.114318268765572,6.172895210814761,0.0,5.824404497999927,5.687386274683562,5.817862777835028,14.681417916556928,0.0,0.0,0.0,0.0,21.992126985091467,28.73639147581649,11.777103829668771,20.8126905469971,11.50524905251859,0.0,9.551078168738563,0.0,6.851892117295679,0.0,56.39561107699902,0.0,5.687386274683562,0.0,11.50524905251859,0.0,0.0,19.397700266373903,0.0,27.080528654826825,16.790472947361685,30.34257004146794,0.0,5.687386274683562,0.0,104.1,70.05812408160105,20.228636537531145,0.0,4.567099647791355,0.0,0.0,0.0,0.0,0.0,4.983978520947208,10.96606844936176,61.17987575585791,0.0,22.864727011946755,21.906456706139245,-2.011431195935163,-2.2127851263962364,-4.273624338624337,-1.1011314247921387,-3.1020873881960203,0.0,0.1,18,0,8,0,0,0,1,1,2,6,0,8,4,0,0,0,2,1.9971199999999998,61.609800000000014,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
